symbol,timeframe,variant,period,anchor,trigger,atr,scenario,stop_mode,setups,entered,resolved,tp1_pct,tp2_pct,sl_pct,ev_full,ev_be,long_in,long_ev_full,long_ev_be,short_in,short_ev_full,short_ev_be,sweep_in,sweep_ev_full,sweep_ev_be,nosweep_in,nosweep_ev_full,nosweep_ev_be,ev_full_net,ev_be_net,stop_tp_pct,ext141_pct,ext200_pct,ext241_pct,win_mae_med,win_mae_p90
XRP/USDT,30m,base,full,local,bos,0,ote,zero,167,105,100,0.6095,0.3524,0.3429,0.1481,0.2763,66,0.2940,0.5157,39,-0.0801,-0.0982,67,0.1959,0.3383,38,0.0552,0.1560,0.0905,0.2172,0.2698,0.6286,0.4381,0.3524,-0.3104,-0.7913
XRP/USDT,30m,base,full,local,bos,0,ote,zero200,167,105,100,0.6095,0.4286,0.3429,0.1481,0.2416,66,0.2940,0.4254,39,-0.0801,-0.0460,67,0.1959,0.2940,38,0.0552,0.1397,0.0905,0.1829,0.2545,0.6286,0.4381,0.3524,-0.3104,-0.7913
XRP/USDT,30m,base,full,local,bos,0,deep,zero,167,60,59,0.4167,0.2167,0.5667,0.5640,0.5788,43,0.8455,0.9312,17,-0.1315,-0.2920,42,0.5305,0.4905,18,0.6405,0.7798,0.4015,0.4135,0.3696,0.5000,0.3000,0.2333,-0.4537,-0.8384
XRP/USDT,30m,base,full,local,bos,0,deep,zero200,167,60,59,0.4167,0.2667,0.5667,0.5640,0.5682,43,0.8455,0.8787,17,-0.1315,-0.1990,42,0.5305,0.5407,18,0.6405,0.6307,0.4015,0.4037,0.3488,0.5000,0.3000,0.2333,-0.4537,-0.8384
XRP/USDT,30m,base,full,local,bos,0,breaker,zero,90,61,61,0.8525,0.4262,0.1475,0.2020,0.3277,37,0.2576,0.4368,24,0.1162,0.1596,46,0.2261,0.3697,15,0.1280,0.1990,0.1560,0.2798,0.2353,0.8525,0.5574,0.4262,-0.1730,-0.7951
XRP/USDT,30m,base,full,local,bos,0,breaker161,zero,59,32,32,0.7188,0.4375,0.2813,0.0134,0.1745,18,0.0967,0.2897,14,-0.0936,0.0264,22,0.0255,0.2289,10,-0.0130,0.0550,-0.0237,0.1364,0.1765,0.7188,0.5000,0.4375,-0.1730,-0.8359
XRP/USDT,30m,base,full,local,bos,0,oteRegime,zero,75,43,38,0.5814,0.3488,0.3023,0.1802,0.3268,28,0.4819,0.7828,15,-0.2824,-0.3723,23,0.2231,0.4690,20,0.1212,0.1314,0.1394,0.2847,0.1739,0.5814,0.4186,0.3488,-0.3703,-0.7871
XRP/USDT,30m,base,full,local,bos,0,deepRegime,zero,75,18,17,0.3889,0.2778,0.5556,0.5199,0.7465,12,1.0133,1.4860,6,-0.3848,-0.6091,11,0.4764,0.7346,7,0.5819,0.7636,0.4005,0.6255,0.2500,0.3889,0.3333,0.2778,-0.4537,-0.8243
XRP/USDT,30m,base,full,local,bos,0,oteDedupCd,zero,97,35,34,0.7143,0.4000,0.2571,0.3190,0.4526,24,0.3259,0.5266,11,0.3046,0.2977,21,0.2814,0.4898,14,0.3799,0.3924,0.2680,0.4000,0.1000,0.7429,0.5143,0.4000,-0.2536,-0.7839
XRP/USDT,30m,base,full,local,bos,0,oteDedupOp,zero,108,46,45,0.6304,0.3913,0.3478,0.1561,0.3135,32,0.1574,0.3678,14,0.1532,0.1932,29,0.1532,0.3777,17,0.1608,0.2078,0.1047,0.2611,0.1481,0.6522,0.4783,0.3913,-0.3104,-0.7871
